"itemid","similar_item"
"203237","204807"
"203238","204809"
"203239","204852"
"203240","192363"
"203241","203238"
"203242","208827"
"203243","202834"
"203244","202833"
"203246","223194"
"203247","204038"
"203248","204070"
"203249","216106"
"203259","209213"
"203260","205607"
"203270","204676"
"203273","209906"
"203274","203277"
"203275","203274"
"203276","203277"
"203277","203276"
"203278","203281"
"203279","205297"
"203280","198478"
"203281","203278"
"203282","203280"
"203284","219256"
"203285","199850"
"203286","215299"
"203287","195784"
"203288","205212"
"203289","201120"
"203290","220755"
"203291","201818"
"203318","200946"
"203320","205212"
"203321","213259"
"203322","207868"
"203323","194365"
"203324","210405"
"203325","214154"
"203326","203325"
"203327","204665"
"203328","195236"
"203334","224758"
"203335","203336"
"203336","203335"
"203340","205254"
"203341","222411"
"203350","215902"
"203356","211213"
"203380","215336"
"203389","193932"
"203415","205474"
"203420","196019"
"203421","198595"
"203426","212585"
"203427","212108"
"203428","201431"
"203429","205378"
"203431","228341"
"203440","203131"
"203443","217916"
"203444","227318"
"203447","204948"
"203448","199185"
"203450","222195"
"203451","224909"
"203453","232401"
"203454","202422"
"203455","209882"
"203459","203480"
"203464","211475"
"203468","217388"
"203474","226926"
"203475","210964"
"203480","203482"
"203481","204478"
"203482","199130"
"203483","216405"
"203484","212968"
"203496","197515"
"203500","220555"
"203503","201537"
"203509","202778"
"203522","203641"
"203532","209158"
"203533","197096"
"203534","196602"
"203535","227857"
"203536","210949"
"203537","212238"
"203539","189010"
"203541","214389"
"203542","225764"
"203544","172397"
"203546","219536"
"203555","204755"
"203556","203555"
"203558","205556"
"203559","216458"
"203563","204873"
"203566","204891"
"203567","203568"
"203568","203567"
"203569","215733"
"203570","222284"
"203571","204064"
"203572","228155"
"203573","203571"
"203575","223251"
"203576","222884"
"203580","213529"
"203588","183730"
"203589","209138"
"203628","212445"
"203630","222649"
"203640","211887"
"203641","161149"
"203649","213224"
"203651","211045"
"203658","203664"
"203662","214356"
"203664","203658"
"203667","232630"
"203668","218053"
"203669","216162"
"203675","196019"
"203682","207962"
"203684","203710"
"203689","171207"
"203690","202607"
"203691","225025"
"203693","226515"
"203694","211231"
"203696","223585"
"203703","210864"
"203709","216226"
"203710","203684"
"203712","186332"
"203720","210403"
"203721","202893"
"203735","219992"
"203751","211918"
"203768","211701"
"203769","201646"
"203774","211637"
"203775","217107"
"203776","202272"
"203777","205343"
"203778","202534"
"203779","195445"
"203780","223281"
"203781","203769"
"203782","206475"
"203786","203788"
"203787","220523"
"203788","215616"
"203790","225863"
"203793","214980"
"203800","206272"
"203801","203802"
"203802","203803"
"203803","203802"
"203804","203805"
"203805","219266"
"203808","204639"
"203815","225228"
"203821","218520"
"203825","202863"
"203827","199320"
"203828","217667"
"203838","203840"
"203840","225730"
"203842","202166"
"203843","203844"
"203844","213240"
"203852","203853"
"203853","203854"
"203854","203853"
"203855","203857"
"203856","230570"
"203857","203855"
"203859","187213"
"203860","214404"
"203861","197170"
"203862","218796"
"203866","220013"
"203872","214827"
"203874","222752"
"203877","203874"
"203878","211781"
"203882","208776"
"203887","203888"
"203888","203887"
"203889","205423"
"203892","202796"
"203893","212055"
"203901","206225"
"203903","207346"
"203904","205432"
"203905","207551"
"203906","203790"
"203907","222215"
"203908","194134"
"203910","209195"
"203913","214404"
"203917","203918"
"203918","204570"
"203921","203922"
"203922","203921"
"203923","217378"
"203940","198842"
"203944","224085"
"203948","215271"
"203949","207744"
"203956","203957"
"203957","202335"
"203960","206869"
"203967","208769"
"203968","211208"
"203969","199553"
"203970","194297"
"203978","210248"
"203982","210335"
"203998","201272"
"203999","224666"
"204008","215063"
"204014","207855"
"204019","231855"
"204020","199444"
"204034","199000"
"204035","197578"
"204036","198877"
"204038","203247"
"204039","204073"
"204040","181496"
"204042","204047"
"204044","204042"
"204045","208825"
"204046","217803"
"204047","204042"
"204050","203125"
"204052","213259"
"204054","207106"
"204055","213721"
"204056","208417"
"204057","214569"
"204062","204141"
"204063","211940"
"204064","205212"
"204065","205212"
"204066","204067"
"204067","204063"
"204069","204146"
"204070","204039"
"204071","204096"
"204073","204039"
"204078","188361"
"204080","224074"
"204081","196372"
"204082","218909"
"204083","188368"
"204084","204889"
"204085","210071"
"204086","198803"
"204087","220481"
"204088","214124"
"204089","223821"
"204090","204056"
"204091","182058"
"204092","204093"
"204093","205212"
"204096","204071"
"204098","229668"
"204099","206269"
"204100","217015"
"204101","209543"
"204102","206510"
"204105","221576"
"204108","205297"
"204109","191831"
"204114","212633"
"204116","209603"
"204118","230567"
"204119","206889"
"204120","191831"
"204121","199129"
"204123","194295"
"204125","206533"
"204126","209603"
"204127","208396"
"204128","210405"
"204129","221469"
"204130","198059"
"204131","205813"
"204132","218928"
"204133","231460"
"204134","202530"
"204135","204131"
"204137","219092"
"204138","192851"
"204139","207839"
"204140","222439"
"204141","213647"
"204146","204069"
"204158","213856"
"204159","206672"
"204160","205773"
"204161","215859"
"204162","204733"
"204163","218372"
"204164","228181"
"204166","204167"
"204167","204166"
"204168","210151"
"204169","207092"
"204173","223013"
"204178","199791"
"204180","207819"
"204181","204493"
"204182","214324"
"204183","213470"
"204184","206653"
"204185","201433"
"204186","209396"
"204187","214581"
"204188","227858"
"204189","217884"
"204190","204678"
"204191","225838"
"204193","201435"
"204194","225700"
"204195","207932"
"204196","215000"
"204197","201435"
"204198","221476"
"204199","208692"
"204201","222581"
"204202","217595"
"204203","223261"
"204227","210301"
"204241","204889"
"204242","230231"
"204243","216284"
"204245","206969"
"204247","219481"
"204248","212968"
"204250","230570"
"204252","204253"
"204253","206188"
"204254","204255"
"204255","203651"
"204256","204254"
"204257","204258"
"204258","204259"
"204259","204258"
"204260","206230"
"204261","203481"
"204262","204263"
"204263","204262"
"204264","204263"
"204265","204263"
"204266","199328"
"204268","204269"
"204269","204268"
"204270","229501"
"204271","204275"
"204272","204274"
"204273","204980"
"204274","207368"
"204275","225234"
"204276","213747"
"204278","211096"
"204280","204282"
"204281","217347"
"204282","204280"
"204283","204282"
"204284","224080"
"204293","214506"
"204295","218789"
"204296","217557"
"204303","207601"
"204305","209357"
"204307","204202"
"204308","204339"
"204309","210905"
"204310","194121"
"204320","209351"
"204321","204322"
"204322","204321"
"204323","225334"
"204326","208247"
"204327","214412"
"204328","215364"
"204329","211680"
"204330","226947"
"204331","213757"
"204332","225750"
"204333","225798"
"204334","199660"
"204335","200962"
"204336","211006"
"204337","213534"
"204338","219194"
"204339","222338"
"204340","209868"
"204342","230727"
"204347","204348"
"204348","204347"
"204349","204276"
"204351","223961"
"204352","182043"
"204356","221788"
"204357","211818"
"204358","230571"
"204359","205518"
"204365","204369"
"204366","201203"
"204368","204390"
"204369","204365"
"204370","226999"
"204372","193839"
"204376","191830"
"204377","229531"
"204378","219721"
"204379","213479"
"204380","217304"
"204383","217583"
"204384","206982"
"204385","208411"
"204386","208276"
"204387","213002"
"204390","204368"
"204393","204698"
"204394","224457"
"204395","209603"
"204396","204397"
"204397","203207"
"204398","204397"
"204399","193194"
"204401","193776"
"204402","203061"
"204403","215505"
"204404","205367"
"204409","208468"
"204410","210498"
"204411","204412"
"204412","204411"
"204413","204415"
"204414","204415"
"204415","204414"
"204416","197576"
"204417","219260"
"204418","204419"
"204419","204418"
"204420","204419"
"204421","207716"
"204422","204419"
"204423","201398"
"204431","197047"
"204432","210081"
"204433","212462"
"204434","223711"
"204435","216047"
"204436","206681"
"204437","207044"
"204438","205830"
"204439","205789"
"204441","197630"
"204442","209094"
"204443","205668"
"204446","186243"
"204449","204616"
"204453","207244"
"204454","189146"
"204458","204570"
"204459","204460"
"204460","204459"
"204465","205589"
"204478","204491"
"204481","207545"
"204484","209396"
"204485","215364"
"204486","167078"
"204490","210315"
"204491","204478"
"204493","199129"
"204494","204784"
"204495","209975"
"204496","196632"
"204497","194940"
"204498","196359"
"204499","222705"
"204500","210330"
"204507","201272"
"204508","211887"
"204510","211356"
"204521","204541"
"204522","204543"
"204523","204529"
"204524","204529"
"204525","204540"
"204526","204540"
"204527","204529"
"204528","204529"
"204529","204522"
"204539","196359"
"204540","204543"
"204541","204521"
"204542","198030"
"204543","204522"
"204544","204529"
"204545","204546"
"204546","215998"
"204547","204527"
"204548","204553"
"204549","204553"
"204550","204555"
"204551","204553"
"204552","204548"
"204553","204548"
"204554","204548"
"204555","204550"
"204556","206280"
"204563","220992"
"204564","222200"
"204566","209608"
"204567","195348"
"204570","189145"
"204571","211467"
"204572","201604"
"204573","212044"
"204574","218764"
"204616","204449"
"204622","223474"
"204623","204953"
"204624","214132"
"204625","204627"
"204626","214418"
"204627","204625"
"204628","205817"
"204629","209435"
"204630","204631"
"204631","204630"
"204632","199329"
"204633","194364"
"204634","204638"
"204636","205898"
"204637","212833"
"204638","195374"
"204639","229393"
"204642","223464"
"204643","209603"
"204649","229207"
"204650","207071"
"204659","209147"
"204664","201054"
"204665","217644"
"204666","204665"
"204667","202715"
"204668","210928"
"204669","208049"
"204670","212620"
"204671","215955"
"204672","209557"
"204673","216149"
"204674","194356"
"204675","210892"
"204676","204677"
"204677","204676"
"204678","200208"
"204679","206606"
"204680","203249"
"204681","209398"
"204684","221108"
"204686","229590"
"204687","209865"
"204690","212309"
"204695","210302"
"204696","216198"
"204698","209167"
"204704","205775"
"204707","212689"
"204709","213814"
"204712","185486"
"204723","203751"
"204724","212252"
"204725","204726"
"204726","204725"
"204733","190222"
"204735","205098"
"204736","204737"
"204737","204736"
"204738","204737"
"204740","218491"
"204741","204733"
"204742","220233"
"204743","209430"
"204744","213131"
"204745","201950"
"204748","190790"
"204749","202412"
"204755","197463"
"204760","204078"
"204761","220536"
"204763","232419"
"204765","208620"
"204772","204121"
"204774","204776"
"204775","206021"
"204776","204774"
"204777","204779"
"204778","204779"
"204779","204777"
"204782","214134"
"204784","208036"
"204785","212118"
"204786","210018"
"204788","210249"
"204789","215661"
"204796","204797"
"204797","204796"
"204798","215329"
"204802","219623"
"204805","220119"
"204806","220020"
"204807","203237"
"204808","217246"
"204809","215872"
"204810","203336"
"204813","210159"
"204814","211782"
"204815","205901"
"204821","207682"
"204822","207647"
"204824","189661"
"204832","208192"
"204836","205840"
"204837","204008"
"204838","192587"
"204843","216083"
"204846","230221"
"204847","204873"
"204848","204870"
"204849","218543"
"204850","209132"
"204851","203238"
"204852","203239"
"204853","204808"
"204854","203237"
"204855","200643"
"204858","215872"
"204861","207117"
"204864","208948"
"204865","207784"
"204868","217103"
"204869","209752"
"204870","204848"
"204872","212258"
"204873","213468"
"204874","227020"
"204875","218790"
"204876","226880"
"204883","223023"
"204884","197768"
"204885","221717"
"204887","214600"
"204889","210511"
"204890","204894"
"204891","204890"
"204892","210464"
"204894","204890"
"204895","203055"
"204896","213686"
"204898","204896"
"204899","204900"
"204900","204899"
"204901","218033"
"204906","211574"
"204911","224074"
"204913","195511"
"204942","221798"
"204947","203447"
"204948","203447"
"204950","218588"
"204951","216430"
"204953","204623"
"204954","204950"
"204955","223271"
"204956","214454"
"204958","197114"
"204959","209244"
"204962","213734"
"204963","213734"
"204964","202104"
"204967","205843"
"204974","189327"
"204976","189145"
"204978","203109"
"204979","222278"
"204980","197280"
"204981","211469"
"204982","208700"
"204983","202326"
"204985","224607"
"205015","221971"
"205019","205070"
"205039","205049"
"205040","202301"
"205041","209400"
"205045","192608"
"205046","205765"
"205048","206713"
"205049","205039"
"205051","217916"
"205052","205058"
"205053","215296"
"205055","202301"
"205056","224588"
"205057","206654"
"205058","205052"
"205059","212872"
"205060","227610"
"205066","228144"
"205068","195348"
"205070","205019"
"205071","187853"
"205072","193319"
"205073","205075"
"205074","214899"
"205075","205073"
"205076","206597"
"205077","205079"
"205078","183818"
"205079","211674"
"205081","209402"
"205082","216573"
"205083","214581"
"205084","212669"
"205085","212669"
"205086","212669"
"205087","215188"
"205092","205148"
"205095","218612"
"205097","211056"
"205098","197375"
"205100","205122"
"205104","209237"
"205105","194959"
"205106","215900"
"205107","211164"
"205108","224510"
"205109","205252"
"205110","209200"
"205111","205789"
"205112","219548"
"205115","209603"
"205116","209133"
"205120","214769"
"205121","205109"
"205122","215986"
"205123","200960"
"205124","217799"
"205125","216170"
"205127","204395"
"205128","206848"
"205148","205092"
"205149","210454"
"205151","207189"
"205156","212537"
"205157","222260"
"205159","226754"
"205200","226015"
"205202","217431"
"205203","201352"
"205205","209590"
"205210","207551"
"205211","215872"
"205212","218286"
"205213","232800"
"205214","218005"
"205215","194838"
"205216","218913"
"205217","205219"
"205219","205217"
"205220","185362"
"205221","207469"
"205222","219198"
"205223","201408"
"205225","225977"
"205227","209558"
"205236","200420"
"205239","212445"
"205246","194297"
"205250","214544"
"205252","200231"
"205253","219340"
"205254","203340"
"205257","212949"
"205258","203326"
"205259","209169"
"205272","221923"
"205273","197080"
"205275","200679"
"205276","208643"
"205277","198773"
"205278","197147"
"205279","191929"
"205280","215020"
"205281","189989"
"205282","207095"
"205283","211163"
"205284","220769"
"205286","206960"
"205289","204187"
"205296","212757"
"205297","196862"
"205304","191920"
"205305","216517"
"205306","216527"
"205307","204982"
"205308","220882"
"205312","212843"
"205313","198529"
"205314","205312"
"205315","206190"
"205318","209379"
"205319","196359"
"205324","215158"
"205325","205319"
"205328","205329"
"205329","196359"
"205334","207955"
"205335","223198"
"205337","195534"
"205338","219628"
"205342","205343"
"205343","205342"
"205346","210468"
"205349","206017"
"205358","224394"
"205359","212840"
"205360","208513"
"205361","225071"
"205364","202778"
"205365","207764"
"205366","221210"
"205367","219489"
"205368","227005"
"205370","224396"
"205371","213138"
"205373","201152"
"205374","224399"
"205377","205378"
"205378","205377"
"205379","221337"
"205388","206528"
"205397","224508"
"205398","201170"
"205418","203923"
"205423","203889"
"205425","205431"
"205428","214995"
"205431","205425"
"205432","203904"
"205433","206504"
"205434","218157"
"205435","200825"
"205437","203862"
"205438","227537"
"205439","209463"
"205440","196463"
"205441","207043"
"205442","218134"
"205446","206559"
"205452","219601"
"205454","205456"
"205456","205457"
"205457","205456"
"205460","223074"
"205461","222602"
"205473","213931"
"205474","203415"
"205475","195348"
"205477","230651"
"205478","186103"
"205483","195842"
"205484","211829"
"205485","221156"
"205486","203555"
"205487","211014"
"205492","217916"
"205493","215200"
"205494","216653"
"205495","220992"
"205498","214260"
"205500","232181"
"205501","214617"
"205502","209464"
"205503","211235"
"205505","232645"
"205510","195120"
"205511","224768"
"205512","217881"
"205513","218333"
"205514","202794"
"205516","212239"
"205518","209727"
"205519","205819"
"205522","212562"
"205528","220452"
"205529","212668"
"205531","205536"
"205532","221016"
"205533","226213"
"205536","205531"
"205541","207702"
"205542","223489"
"205544","206846"
"205550","191017"
"205551","206265"
"205552","195279"
"205553","205550"
"205555","205556"
"205556","229598"
"205562","195666"
"205563","227652"
"205566","219745"
"205568","206255"
"205569","227132"
"205570","208080"
"205571","215736"
"205572","204847"
"205573","212835"
"205575","205604"
"205577","223862"
"205578","224308"
"205579","186246"
"205582","205593"
"205584","198063"
"205585","203572"
"205586","206677"
"205589","208787"
"205590","213715"
"205592","207080"
"205593","213463"
"205594","224270"
"205596","205597"
"205597","205596"
"205598","206989"
"205600","208526"
"205601","209086"
"205603","216842"
"205604","229474"
"205605","214069"
"205607","203260"
"205608","212000"
"205613","220938"
"205614","191090"
"205616","209307"
"205619","220007"
"205622","205625"
"205623","205625"
"205624","205626"
"205625","205623"
"205626","205624"
"205627","219204"
"205631","203275"
"205632","205633"
"205633","205636"
"205634","221305"
"205635","205636"
"205636","205633"
"205637","212527"
"205641","209931"
"205653","192516"
"205656","205659"
"205657","211599"
"205658","205656"
"205659","216405"
"205660","208230"
"205661","205656"
"205662","208968"
"205663","199129"
"205664","209980"
"205668","210510"
"205678","202166"
"205679","220837"
"205697","196909"
"205700","215493"
"205701","205702"
"205702","205701"
"205703","217078"
"205710","190222"
"205711","185165"
"205712","210475"
"205714","185110"
"205719","205329"
"205733","203213"
"205757","205758"
"205758","205757"
"205759","208101"
"205760","208101"
"205761","205759"
"205762","208098"
"205763","208102"
"205764","194924"
"205765","209641"
"205766","211665"
"205767","198707"
"205768","201385"
"205769","198901"
"205770","209402"
"205771","216559"
"205772","205774"
"205773","225632"
"205774","207778"
"205775","204704"
"205789","204439"
"205794","212182"
"205795","208968"
"205798","206733"
"205800","232764"
"205801","198064"
"205802","218779"
"205803","202568"
"205804","229441"
"205805","207104"
"205806","202568"
"205808","222085"
"205809","212861"
"205810","223551"
"205811","215143"
"205813","204131"
"205814","218900"
"205815","208005"
"205816","194853"
"205817","214392"
"205818","214554"
"205819","212948"
"205820","206979"
"205821","223475"
"205822","223041"
"205823","223543"
"205824","207835"
"205825","207835"
"205826","212850"
"205829","211132"
"205830","204438"
"205831","215305"
"205832","202416"
"205833","209492"
"205834","201610"
"205835","203893"
"205840","204836"
"205842","206223"
"205843","204967"
"205845","208512"
"205846","206959"
"205847","212252"
"205850","208193"
"205854","207037"
"205873","215689"
"205875","214132"
"205878","198798"
"205894","202472"
"205896","197626"
"205897","227071"
"205898","219246"
"205899","205817"
"205901","219598"
"205903","215143"
"205905","211304"
"205906","211784"
"205907","213479"
"205908","230123"
"205909","206566"
"205910","205915"
"205911","205917"
"205912","205913"
"205913","205917"
"205914","205917"
"205915","205916"
"205916","205917"
"205917","205916"
"205918","222654"
"205930","205931"
"205931","205930"
"205932","220110"
"205933","206020"
"205934","205935"
"205935","205934"
"205939","208838"
"205942","205943"
"205943","208291"
"205944","208291"
"205945","208291"
"205946","205950"
"205947","205951"
"205948","205950"
"205950","205946"
"205951","205953"
"205952","195842"
"205953","205951"
"205954","216083"
"205955","216303"
"205956","204056"
"205957","205958"
"205958","205954"
"205959","214766"
"205997","201437"
"205998","218730"
"205999","206011"
"206007","206670"
"206008","215299"
"206009","213836"
"206010","205999"
"206011","207048"
"206012","196632"
"206013","206014"
"206014","209999"
"206015","220171"
"206016","201134"
"206017","214171"
"206018","204698"
"206019","214257"
"206020","205933"
"206021","205934"
"206022","196463"
"206023","196463"
"206024","205933"
"206030","215299"
"206031","211448"
"206032","211473"
"206033","218346"
"206034","197374"
"206035","187443"
"206036","224588"
"206037","192608"
"206038","206037"
"206039","205039"
"206040","230721"
"206041","210007"
"206042","209407"
"206046","217071"
"206052","190512"
"206053","203790"
"206056","207913"
"206066","206067"
"206067","206066"
"206068","212770"
"206069","207471"
"206079","222907"
"206080","213932"
"206081","216696"
"206082","210393"
"206091","201493"
"206092","190478"
"206093","214324"
"206094","206101"
"206095","190478"
"206098","190626"
"206099","222013"
"206100","205498"
"206101","199075"
"206102","219903"
"206103","195056"
"206104","206107"
"206105","212837"
"206106","204875"
"206107","206104"
"206109","232364"
"206186","202467"
"206187","202608"
"206188","204253"
"206189","206230"
"206190","205315"
"206191","196357"
"206194","214391"
"206199","214454"
"206200","208047"
"206201","202412"
"206209","219536"
"206210","213093"
"206211","209083"
"206215","199809"
"206222","206223"
"206223","206222"
"206224","202189"
"206225","203901"
"206229","227543"
"206230","204260"
"206231","204258"
"206233","215665"
"206235","205019"
"206243","209325"
"206244","186748"
"206245","213508"
"206250","212563"
"206255","212656"
"206262","209900"
"206265","223052"
"206266","224713"
"206267","208128"
"206268","221626"
"206269","221649"
"206271","194333"
"206272","209158"
"206273","205083"
"206274","215957"
"206275","211876"
"206276","211932"
"206277","214561"
"206280","204556"
"206283","195348"
"206284","209176"
"206287","210208"
"206289","220328"
"206290","222079"
"206291","229518"
"206292","197626"
"206296","204785"
"206310","213782"
"206311","206316"
"206312","200155"
"206313","206314"
"206314","206313"
"206315","208197"
"206316","206313"
"206329","213520"
"206330","206548"
"206335","192818"
"206337","206653"
"206339","206730"
"206345","206447"
"206347","206348"
"206348","206347"
"206395","207757"
"206420","206425"
"206421","200420"
"206423","200420"
"206425","206420"
"206427","200420"
"206428","206420"
"206430","200420"
"206431","200420"
"206432","206420"
"206433","200420"
"206447","206345"
"206454","206456"
"206455","204659"
"206456","206454"
"206460","200412"
"206463","211230"
"206466","216154"
"206468","210395"
"206469","220002"
"206470","182695"
"206471","214598"
"206472","206474"
"206473","209197"
"206474","194318"
"206475","203782"
"206476","221626"
"206478","196372"
"206479","196463"
"206481","212244"
"206482","219516"
"206485","211181"
"206488","206514"
"206490","208199"
"206491","206490"
"206492","206474"
"206494","223748"
"206499","180302"
"206500","206501"
"206501","206500"
"206502","212278"
"206503","212066"
"206504","193838"
"206507","217807"
"206508","222490"
"206509","230050"
"206510","204102"
"206512","217429"
"206513","201908"
"206514","206488"
"206516","222877"
"206522","208182"
"206524","212459"
"206525","211627"
"206526","202444"
"206528","205388"
"206530","214790"
"206532","221153"
"206533","204125"
"206534","207063"
"206535","228596"
"206543","211975"
"206544","203804"
"206545","211767"
"206547","213259"
"206548","197147"
"206549","196359"
"206551","205325"
"206552","217730"
"206553","211904"
"206554","191063"
"206555","207033"
"206556","216465"
"206557","189467"
"206558","206556"
"206559","206561"
"206560","206559"
"206561","206559"
"206562","212555"
"206563","205250"
"206564","232431"
"206565","199552"
"206566","230606"
"206567","204755"
"206569","225732"
"206571","212445"
"206576","224383"
"206578","189769"
"206579","214092"
"206580","214581"
"206581","212888"
"206582","215162"
"206583","224077"
"206584","206609"
"206585","227071"
"206586","194336"
"206587","188368"
"206588","225525"
"206589","186786"
"206591","189062"
"206592","210078"
"206593","196591"
"206594","216148"
"206596","209147"
"206597","195348"
"206598","193838"
"206599","210958"
"206600","232815"
"206601","212904"
"206603","197768"
"206604","206598"
"206605","214160"
"206606","225300"
"206607","211902"
"206608","219969"
"206609","206584"
"206610","207551"
"206611","201431"
"206612","209147"
"206613","210935"
"206614","210966"
"206615","216546"
"206616","210931"
"206617","214106"
"206618","219189"
"206619","224074"
"206620","210909"
"206621","218363"
"206622","222338"
"206639","212543"
"206647","221334"
"206648","192608"
"206649","224034"
"206650","206649"
"206651","205668"
"206652","208734"
"206653","206337"
"206654","187443"
"206655","207551"
"206656","183082"
"206657","192608"
"206659","209147"
"206660","209147"
"206661","214021"
"206662","227236"
"206663","212169"
"206664","206665"
"206665","206664"
"206666","227863"
"206667","194856"
"206668","209406"
"206669","206036"
"206670","208614"
"206671","209999"
"206672","206676"
"206673","230555"
"206674","205083"
"206675","206730"
"206676","211716"
"206677","212104"
"206678","218357"
"206681","216105"
"206682","229531"
"206683","202820"
"206684","206686"
"206685","215296"
"206686","206684"
"206687","212129"
"206688","206853"
"206689","206702"
"206694","206695"
"206695","202741"
"206696","202741"
"206701","196238"
"206702","206689"
"206703","227173"
"206704","216661"
"206705","225240"
"206706","189200"
"206708","223505"
"206709","207868"
"206710","200526"
"206713","205048"
"206714","209402"
"206715","229678"
"206716","216784"
"206719","207570"
"206721","220103"
"206722","229137"
"206727","190964"
"206728","206729"
"206729","206728"
"206730","206675"
"206731","182058"
"206732","226213"
"206733","205798"
"206735","206688"
"206736","229137"
"206737","211274"
"206738","211278"
"206739","206740"
"206740","206739"
"206750","225134"
"206751","201177"
"206752","208065"
"206763","203109"
"206768","210082"
"206769","206770"
"206770","205832"
"206772","227215"
"206773","210324"
"206776","185133"
"206796","200737"
"206806","207314"
"206807","212068"
"206808","210498"
"206810","208078"
"206814","211783"
"206820","211304"
"206821","223950"
"206822","203276"
"206823","197402"
"206824","218422"
"206825","211818"
"206826","219471"
"206827","213155"
"206828","216529"
"206832","205656"
"206833","206834"
"206834","212454"
"206845","229499"
"206846","205544"
"206847","217308"
"206848","204659"
"206849","224763"
"206853","206862"
"206855","206858"
"206856","219836"
"206857","206858"
"206858","206855"
"206859","213479"
"206860","206862"
"206861","221109"
"206862","213292"
"206869","203960"
"206872","212111"
"206875","207135"
"206876","222566"
"206877","204281"
"206878","211189"
"206879","204284"
"206880","206879"
"206882","207319"
"206887","231970"
"206888","220342"
"206889","210896"
"206890","209526"
"206891","211438"
"206892","208689"
"206894","206895"
"206895","206894"
"206896","206897"
"206897","213345"
"206898","214267"
"206899","206898"
"206900","205910"
"206901","214269"
"206905","206906"
"206906","212446"
"206909","187411"
"206910","187411"
"206946","229248"
"206947","218901"
"206959","205846"
"206960","206961"
"206961","199828"
"206962","206846"
"206963","202778"
"206968","208811"
"206969","204245"
"206971","201270"
"206973","211115"
"206975","224116"
"206977","206979"
"206979","219373"
"206980","206981"
"206981","197762"
"206982","208808"
"206984","206982"
"206985","204755"
"206986","193037"
"206987","209158"
"206988","209555"
"206989","209163"
"206990","211096"
"206993","216128"
"206995","211148"
"207000","180494"
"207003","212445"
"207012","181833"
"207013","181705"
"207017","181266"
"207019","215710"
"207027","209643"
"207029","213532"
"207033","206555"
"207035","224588"
"207036","213532"
"207037","205854"
"207038","204889"
"207039","222529"
"207040","201432"
"207041","213689"
"207042","207348"
"207043","202708"
"207044","222650"
"207045","213674"
"207046","197170"
"207047","211114"
"207048","218594"
"207049","231460"
"207050","224582"
"207053","209656"
"207054","207769"
"207057","207079"
"207058","197872"
"207059","214728"
"207060","191067"
"207062","218111"
"207063","206534"
"207064","209650"
"207070","209131"
"207071","204650"
"207072","202778"
"207073","215143"
"207074","208178"
"207075","204544"
"207078","209024"
"207079","231384"
"207080","205592"
"207081","216799"
"207082","209028"
"207083","213105"
"207086","215812"
"207088","220041"
"207090","211102"
"207091","204167"
"207092","232431"
"207093","199129"
"207095","213750"
"207098","213469"
"207099","199129"
"207100","204785"
"207101","208703"
"207102","213356"
"207103","229543"
"207104","229363"
"207105","219382"
"207106","204054"
"207107","203459"
"207108","204785"
"207109","204785"
"207110","191927"
"207111","207112"
"207112","207111"
"207113","210513"
"207114","197170"
"207115","223453"
"207117","207523"
"207119","225114"
"207132","209534"
"207135","206875"
"207142","207143"
"207143","207142"
"207144","207145"
"207145","207144"
"207147","210141"
"207148","206491"
"207149","206421"
"207150","207368"
"207151","207152"
"207152","207151"
"207153","207154"
"207154","207156"
"207155","198404"
"207156","198030"
"207157","202644"
"207158","210170"
"207160","200420"
"207170","207173"
"207171","214771"
"207173","207174"
"207174","207173"
"207176","218730"
"207177","224862"
"207179","197871"
"207181","207182"
"207182","207181"
"207183","216750"
"207189","205151"
"207218","229732"
"207219","207220"
"207220","207219"
"207233","207012"
"207235","206561"
"207236","214439"
"207237","205586"
"207238","205442"
"207239","207240"
"207240","194295"
"207241","206535"
"207242","218679"
"207243","218679"
"207244","214727"
"207245","211146"
"207246","221155"
"207247","230050"
"207248","196359"
"207250","207251"
"207251","207250"
"207310","207912"
"207314","201838"
"207315","212445"
"207316","207318"
"207317","219120"
"207318","201834"
"207319","206882"
"207322","228322"
"207325","212460"
"207326","207327"
"207327","207326"
"207329","200420"
"207333","208384"
"207338","199776"
"207339","211792"
"207340","207341"
"207341","207340"
"207342","207340"
"207343","207344"
"207344","200420"
"207345","200420"
"207346","200420"
"207347","207368"
"207348","207350"
"207349","200420"
"207350","207348"
"207351","207352"
"207352","200420"
"207353","200420"
"207354","200420"
"207355","200420"
"207356","194356"
"207357","200420"
"207358","200420"
"207359","200420"
"207360","200420"
"207361","200420"
"207363","210470"
"207364","209962"
"207366","207371"
"207367","207357"
"207368","207371"
"207369","200420"
"207370","207366"
"207371","200420"
"207372","200420"
"207373","200420"
"207374","200420"
"207376","200420"
"207378","209866"
"207379","204137"
"207381","198997"
"207382","211942"
"207383","200420"
"207384","200420"
"207385","209791"
"207386","212831"
"207397","228273"
"207400","201438"
"207401","227500"
"207403","207405"
"207404","207403"
"207405","207403"
"207406","198406"
"207407","211728"
"207408","204673"
"207409","218577"
"207410","192840"
"207411","200155"
"207412","207414"
"207413","197375"
"207414","218955"
"207415","216654"
"207416","226859"
"207417","207416"
"207418","193308"
"207419","230555"
"207420","211146"
"207421","214046"
"207425","216826"
"207428","208762"
"207434","216807"
"207437","218103"
"207438","212792"
"207439","219647"
"207449","215746"
"207450","226880"
"207451","232013"
"207455","199639"
"207456","211240"
"207458","229668"
